_time:creation_date	_time:curator	_time:implementation_date	_time:release_version	_time:update_date	acc:assembly_genbank	acc:bacdive	acc:bioproject	acc:biosample	acc:genbank	annotation:date	annotation:features	annotation:provider	annotation:sw_name	annotation:sw_release	asmbl:sequences	asmbl:sw_name	asmbl:sw_release	bin:sw_name	bin:sw_release	gen:cds	gen:complete_rrnas	gen:completeness	gen:contamination	gen:contigs	gen:frameshifted_genes	gen:gc_content	gen:genes	gen:length	gen:n50	gen:ncrna	gen:num_replicons	gen:partial_rrnas	gen:plasmids	gen:pseudo_genes	gen:qs	gen:rrnas	gen:strain_heterogeneity	gen:total_trnas	gen:unique_trnas	host:age	host:disease	host:health_stage	host:other_clinical	host:pathogenicity	host:sample_site	host:sample_subsite	host:sex	host:species	host:synonym	id	isol:alt_elev	isol:analysis_project_type	isol:collected_by	isol:collection_date	isol:country	isol:culture_collection	isol:depth	isol:env_biome	isol:env_feature	isol:env_material	isol:env_package	isol:env_salinity	isol:env_temp	isol:growth_condt	isol:investigation_type	isol:isolation_comments	isol:isolation_source	isol:lat_lon	isol:location	isol:project_name	isol:ref_biomaterial	isol:sample_type	isol:world_region	map:sw_name	map:sw_release	pheno:biovar	pheno:cell_shape	pheno:gram_stain	pheno:halotolerance	pheno:motility	pheno:optimal_temp	pheno:other_typing	pheno:oxygen_requirement	pheno:pathovar	pheno:serovar	pheno:sporulation	pheno:temp_range	pheno:type_strain	proj:comments	proj:genome_status	proj:publication	proj:silva_accession_LSU	proj:silva_accession_SSU	proj:uniprot_proteome_id	quality:sw_name	quality:sw_release	secmet:antismash_clusters	secmet:antismash_types	secmet:sw_name	secmet:sw_release	seq:center	seq:depth	seq:method	tax:class	tax:family	tax:fastani_ani	tax:fastani_ref	tax:genus	tax:gtdb_classification	tax:kingdom	tax:order	tax:organism	tax:phylum	tax:species	tax:strain	tax:sw_name	tax:sw_release
2022-10-13		2019-03-22	1.6	2022-11-07	insdc.gca:GCA_003367375.1		bioproject:PRJNA483519	biosample:SAMN09742667	ena.embl:CP031416	2018-08-09	Gene|CDS|rRNA|tRNA|ncRNA	NCBI RefSeq§https://www.ncbi.nlm.nih.gov/refseq/	Best-placed reference protein	4.6	resource_sequence:GCA_003367375.1	Celera	v. 8.3			3774	6, 6, 6	100	0	1	25	52.72	4590	4071977	4071977		1	0, 0, 0		36	100	6, 6, 6	0	84	22											mmp.ref:MMP09742667		Whole genome sequencing (WGS)	Zhejiang University	2017-05-28	China§gaz:00002845<§eco:0000313>Haikou City Prefecture§gaz:00010828	KCTC:62177|MCCC:1K03441		Marine salt marsh biome§envo:01000022	Mangrove swamp§envo:00000057	Sediment§envo:00002007	Sediment			pubmed:29637394	Bacteria_Archaea		Mangrove sediment	gmap:19.966667,110.566667	Haikou City Prefecture§gaz:00010828		pubmed:29637394	Cell culture	Pacific Ocean region§gaz:00051073<§eco:0000313>Haikou City Prefecture§gaz:00010828				Bacilli (Rod)	Negative		No			Aerobic			No	Mesophilic	Yes	We sequenced the complete genome of Gallaecimonas mangrovi HK-28T, which was found to be 4,071,977 bp and comprised of one chromosome.	Finished		483519	483519		biotools:CheckM	1.0.13	K-antigen (4%), Alterochromides (9%), Desferrioxamine B (60%), APE Vf (35%), O-antigen (46%), Xenocyloins (25%)	Aryl polyene cluster|Bacteriocin cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Siderophore cluster			Zhejiang University	100	PacBio RS II Platform§rrid:SCR_017988	Gammaproteobacteria§taxonomy:1236<§eco:0000313>Gallaecimonas mangrovi§taxonomy:2291597				Gallaecimonas§taxonomy:745410<§eco:0000313>Gallaecimonas mangrovi§taxonomy:2291597	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Gallaecimonadaceae|Gallaecimonas			Gallaecimonas mangrovi§taxonomy:2291597	Proteobacteria§taxonomy:1224<§eco:0000313>Gallaecimonas mangrovi§taxonomy:2291597	Gallaecimonas mangrovi§taxonomy:2291597<§eco:0000313>Gallaecimonas mangrovi§taxonomy:2291597	HK-28		
2022-10-13		2019-03-22	1.6	2022-11-07	insdc.gca:GCA_003367315.1		bioproject:PRJNA483515	biosample:SAMN09742601	ena.embl:CP031415	2018-08-09	Gene|CDS|rRNA|tRNA|ncRNA	NCBI RefSeq§https://www.ncbi.nlm.nih.gov/refseq/	Best-placed reference protein	4.6	resource_sequence:GCA_003367315.1	Celera	v. 8.3			3387	4, 4, 4	99.85	1.17	1	6	57.37	4067	3686911	3686911		1	0, 0, 0		19	94	4, 4, 4	0	55	22											mmp.ref:MMP09742601		Whole genome sequencing (WGS)	Zhejiang University	2017-05-28	China§gaz:00002845<§eco:0000313>Haikou City Prefecture§gaz:00010828	KCTC:62178|MCCC:1K03440		Estuarine biome§envo:01000020	Mangrove swamp§envo:00000057	Sediment§envo:00002007	Sediment			pubmed:30016235	Bacteria_Archaea		Mangrove sediment		Haikou City Prefecture§gaz:00010828		pubmed:30016235	Cell culture	Pacific Ocean region§gaz:00051073<§eco:0000313>Haikou City Prefecture§gaz:00010828					Negative	Halotolerant	Yes			Aerobic			No	Mesophilic	Yes	We sequenced the complete genome of Saccharospirillum mangrovi HK-33T, which was found to be 3,686,911 bp and comprised of one chromosome.	Finished	pubmed:30564885	483515	483515		biotools:CheckM	1.0.13	Azinomycin B (4%), Thailanstatin (10%), Meilingmycin (2%), Lipopolysaccharide (5%), Ectoine (83%)	Bacteriocin cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Ectoine cluster			Zhejiang University	100	PacBio RS II Platform§rrid:SCR_017988	Gammaproteobacteria§taxonomy:1236<§eco:0000313>Saccharospirillum mangrovi§taxonomy:2161747	Saccharospirillaceae§taxonomy:255527<§eco:0000313>Saccharospirillum mangrovi§taxonomy:2161747	100	gtdb:GCF_003054775.1	Saccharospirillum§taxonomy:231683<§eco:0000313>Saccharospirillum mangrovi§taxonomy:2161747	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Saccharospirillaceae|Saccharospirillum|Saccharospirillum sp003054775		Oceanospirillales§taxonomy:135619<§eco:0000313>Saccharospirillum mangrovi§taxonomy:2161747	Saccharospirillum mangrovi§taxonomy:2161747	Proteobacteria§taxonomy:1224<§eco:0000313>Saccharospirillum mangrovi§taxonomy:2161747	Saccharospirillum mangrovi§taxonomy:2161747<§eco:0000313>Saccharospirillum mangrovi§taxonomy:2161747	HK-33		
2020-05-29		2022-10-13	1.6	2022-11-07	insdc.gca:GCA_004799665.1		bioproject:PRJNA482735	biosample:SAMN09711547	ena.embl:CP031310	2020-05-11	Gene|CDS|rRNA|tRNA|ncRNA|repeat_regio	NCBI RefSeq§https://www.ncbi.nlm.nih.gov/refseq/	Best-placed reference protein set; GeneMarkS-2+	4.11	resource_sequence:GCA_004799665.1	Celera	v. 2.1.139483				1, 1, 1	99.5	0.85	1	18	63.73	3458	3452056	3452056		1	0, 0, 0		48	95.25	1, 1, 1	0	44	21											mmp.ref:MMP09711547			Wuhan University	2017-03-30	South Korea§gaz:00002802<§eco:0000313>South Korea§gaz:00002802	JCM:19729									Bacteria_Archaea		solar saltern in Gomso Bay		South Korea§gaz:00002802			Cell culture	Asia§gaz:00000465<§eco:0000313>South Korea§gaz:00002802																Measuring the methylation profile by SMRT sequencing	Finished	pubmed:30975999	482735	482735		biotools:CheckM	1.0.13		Putative cluster|Putative cluster|Putative Saccharide cluster|Terpene cluster|Putative cluster|Putative Saccharide cluster|Putative cluster|Putative Saccharide cluster|Putative cluster|Putative cluster|Putative Saccharide cluster|Putative cluster|Putative Saccharide cluster|Putative cluster|Putative cluster|Putative cluster|Putative cluster|Putative Saccharide cluster|Putative cluster|Putative cluster|Putative cluster|Terpene cluster|Putative cluster|Putative fatty acid cluster|Putative cluster			Wuhan University	94.31	PacBio RS II Platform§rrid:SCR_017988	Halobacteria§taxonomy:183963<§eco:0000313>Halapricum salinum§taxonomy:1457250	Haloarculaceae§taxonomy:1963268<§eco:0000313>Halapricum salinum§taxonomy:1457250	100	gtdb:GCF_000755225.1	Halapricum§taxonomy:1542963<§eco:0000313>Halapricum salinum§taxonomy:1457250			Halobacteriales§taxonomy:2235<§eco:0000313>Halapricum salinum§taxonomy:1457250	Halapricum salinum§taxonomy:1457250	Euryarchaeota§taxonomy:28890<§eco:0000313>Halapricum salinum§taxonomy:1457250	Halapricum salinum§taxonomy:1457250<§eco:0000313>Halapricum salinum§taxonomy:1457250	CBA1105		
2020-05-24		2022-10-13	1.6	2022-11-07	insdc.gca:GCA_004799685.1		bioproject:PRJNA482708	biosample:SAMN09711302	ena.embl:CP031311|ena.embl:CP031312|ena.embl:CP031313|ena.embl:CP031314	2020-05-11	Gene|CDS|rRNA|tRNA|ncRNA|repeat_regio	NCBI RefSeq§https://www.ncbi.nlm.nih.gov/refseq/	Best-placed reference protein set; GeneMarkS-2+	4.11	resource_sequence:GCA_004799685.1	Celera	v. 2.1.139483				2, 2, 2	99.55	0.95	4	56	65.86	3707	3749890	2958395		1	0, 0, 0	3	102	94.8	2, 2, 2	0	51	21											mmp.ref:MMP09711302			Wuhan University	2017-03-30	China§gaz:00002845<§eco:0000313>Lianyungang City Prefecture§gaz:00049423	CGMCC:1.10331			Saline evaporation pond§envo:00000055						Bacteria_Archaea		Taibei marine solar saltern near Lianyungang city		Lianyungang City Prefecture§gaz:00049423			Cell culture	Asia§gaz:00000465<§eco:0000313>Lianyungang City Prefecture§gaz:00049423																Measuring the methylation profile by SMRT sequencing	Finished	pubmed:30975999	482708	482708		biotools:CheckM	1.0.13		Putative cluster|Putative cluster|Putative Saccharide cluster|Putative Saccharide cluster|Terpene cluster|Putative cluster|Putative cluster|Putative cluster|Terpene cluster|Putative Saccharide cluster|Putative cluster|Putative cluster|Putative cluster|Putative cluster|Putative cluster|Putative cluster|Putative Saccharide cluster|Putative cluster|Putative cluster|Putative cluster|Putative cluster|Putative cluster			Wuhan University	198.3	PacBio RS II Platform§rrid:SCR_017988	Halobacteria§taxonomy:183963<§eco:0000313>Halobellus limi§taxonomy:699433	Haloferacaceae§taxonomy:1644056<§eco:0000313>Halobellus limi§taxonomy:699433	99.99	gtdb:GCF_900108165.1	Halobellus§taxonomy:1073986<§eco:0000313>Halobellus limi§taxonomy:699433			Haloferacales§taxonomy:1644055<§eco:0000313>Halobellus limi§taxonomy:699433	Halobellus limi§taxonomy:699433	Euryarchaeota§taxonomy:28890<§eco:0000313>Halobellus limi§taxonomy:699433	Halobellus limi§taxonomy:699433<§eco:0000313>Halobellus limi§taxonomy:699433	CGMCC:1.10331		
2020-05-24		2022-10-13	1.6	2022-11-07	insdc.gca:GCA_008973485.1		bioproject:PRJNA482511	biosample:SAMN09708448	ena.embl:CP031223|ena.embl:CP031224	2019-10-13	Gene|CDS|rRNA|tRNA|ncRNA|repeat_regio	NCBI RefSeq§https://www.ncbi.nlm.nih.gov/refseq/	Best-placed reference protein set; GeneMarkS-2+	4.9	resource_sequence:GCA_008973485.1	CANU§biotools:canu	v. 1.2				11, 11, 11	99.34	0.88	2	63	35.97	4148	4351338	4332095		1	0, 0, 0	1	118	94.94	11, 11, 11	0													mmp.ref:MMP09708448			Ajou University	2011	Antarctica§gaz:00000462<§eco:0000313>Antarctica§gaz:00000462			Aquatic biome§envo:00002030	Marine iceberg§envo:00000298	Sea ice§envo:00002200					Bacteria_Archaea		Antarctic iceberg		Antarctica§gaz:00000462			Single cell																	New species genome sequencing	Finished		482511	482511		biotools:CheckM	1.0.13	S-layer_glycan (40%), Polysaccharide_B (6%), Iturin (22%), K-antigen (4%)	Terpene cluster|Putative fatty acid cluster|Putative cluster|Putative Saccharide cluster|Putative Saccharide cluster|Putative cluster|Putative Saccharide cluster|Putative fatty acid cluster|Putative cluster|Terpene cluster|Putative fatty acid cluster|Putative cluster|Putative cluster|Terpene cluster|Putative cluster|Type III PKS cluster|Putative Saccharide cluster|Putative cluster|Putative cluster|Putative Saccharide cluster|Nonribosomal peptide synthetase cluster|Putative cluster|Putative cluster|Putative cluster			Ajou University	386	PacBio RS II Platform§rrid:SCR_017988	Bacilli§taxonomy:91061<§eco:0000313>Psychrobacillus glaciei§taxonomy:2283160	Bacillaceae§taxonomy:186817<§eco:0000313>Psychrobacillus glaciei§taxonomy:2283160			Psychrobacillus§taxonomy:1221880<§eco:0000313>Psychrobacillus glaciei§taxonomy:2283160	Bacteria|Firmicutes|Bacilli|Bacillales_A|Planococcaceae		Bacillales§taxonomy:1385<§eco:0000313>Psychrobacillus glaciei§taxonomy:2283160	Psychrobacillus glaciei§taxonomy:2283160	Firmicutes§taxonomy:1239<§eco:0000313>Psychrobacillus glaciei§taxonomy:2283160	Psychrobacillus glaciei§taxonomy:2283160<§eco:0000313>Psychrobacillus glaciei§taxonomy:2283160	PB01		
2022-10-13		2019-03-22	1.6	2022-11-07	insdc.gca:GCA_003391375.1		bioproject:PRJNA482426	biosample:SAMN09704979	ena.embl:CP031472|ena.embl:CP031473|ena.embl:CP031474	2019-02-08	Gene|CDS|rRNA|tRNA|ncRNA	NCBI RefSeq§https://www.ncbi.nlm.nih.gov/refseq/	Best-placed reference protein	4.7	resource_sequence:GCA_003391375.1	SMRT Analysis§biotools:smrt_analysis	v. 2.3				12, 11, 11	99.37	0.69	3	41	45.79	5287	5784972	3532203		2	0, 0, 0	1	73	95.92	12, 11, 11	8.33	112	22											mmp.ref:MMP09704979		Whole genome sequencing (WGS)	USDA-Agricultural Research Service-Eastern Regional Research Center	1999-04-17	USA§gaz:00002459<§eco:0000313>Netarts Bay§gaz:00168370			Marginal sea biome§envo:01000046	Sea coast§envo:00000303	Animal-associated environment§envo:01001002	Host-associated				Bacteria_Archaea	isolated from a shellfish hatchery on Netarts Bay, Oregon	Shellfish (Oyster larvae) hatchery on Netarts bay, Oregon	gmap:45.4217,-123.9342	Netarts Bay§gaz:00168370		doi: 10.3354/dao01982	Cell culture	North America§gaz:00000458<§eco:0000313>Netarts Bay§gaz:00168370															Yes	Vibrio coralliilyticus strain RE22 is a naturally-occurring marine gammaproteobacterium that is pathogenic toward larval oysters. It was originally isolated from a shellfish hatchery on Netarts Bay, Oregon. This bacterium has been particularly problematic	Finished	DOI: 10.1128/MRA.01332-18	482426	482426	UP000077809	biotools:CheckM	1.0.13	Menaquinone (16%), Cupriachelin (17%), K-antigen (13%), R1128 (14%), Polyhydroxyalkanoate (50%), Capsular polysaccharide (16%), Vulnibactin (12%), Aerobactin (88%)	Bacteriocin cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Putative saccharide cluster - Nonribosomal peptide synthetase cluster|Siderophore cluster|Type I PKS cluster - Nonribosomal peptide synthetase cluster|Type III PKS cluster|Thiopeptide cluster			USDA-Agricultural Research Service-Eastern Regional Research Center	185	PacBio RS II Platform§rrid:SCR_017988	Gammaproteobacteria§taxonomy:1236<§eco:0000313>Vibrio coralliilyticus§taxonomy:190893	Vibrionaceae§taxonomy:641<§eco:0000313>Vibrio coralliilyticus§taxonomy:190893	97.13	gtdb:GCF_000176135.1	Vibrio§taxonomy:662<§eco:0000313>Vibrio coralliilyticus§taxonomy:190893	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Vibrionaceae|Vibrio|Vibrio coralliilyticus		Vibrionales§taxonomy:135623<§eco:0000313>Vibrio coralliilyticus§taxonomy:190893	Vibrio coralliilyticus§taxonomy:190893	Proteobacteria§taxonomy:1224<§eco:0000313>Vibrio coralliilyticus§taxonomy:190893	Vibrio coralliilyticus§taxonomy:190893<§eco:0000313>Vibrio coralliilyticus§taxonomy:190893	RE22		
2022-10-13		2019-03-22	1.6	2022-11-07	insdc.gca:GCA_003355455.1		bioproject:PRJNA482272	biosample:SAMN09702117	ena.embl:CP031357|ena.embl:CP031358	2018-08-07	Gene|CDS|rRNA|tRNA|ncRNA	NCBI§https://www.ncbi.nlm.nih.gov/	Best-placed reference protein	4.6	resource_sequence:GCA_003355455.1	biotools:SOAPdenovo	v. Jun-2018			3346	2, 2, 2	99.09	3.35	2	73	61.99	3407	3372129	2964154		1	0, 0, 0	1	101	82.34	2, 2, 2	0	56	23											mmp.ref:MMP09702117		Whole genome sequencing (WGS)	Institude of Soil Science, Chinese of Academy of Sciences	2016	China§gaz:00002845<§eco:0000313>Lianyungang City Prefecture§gaz:00049423			Marine benthic biome§envo:01000024		Sediment§envo:00002007	Sediment				Bacteria_Archaea	Marine mud	Marine sediment		Lianyungang City Prefecture§gaz:00049423			Cell culture	Asia§gaz:00000465<§eco:0000313>Lianyungang City Prefecture§gaz:00049423																To find the relevant genes for biofilms formation and study the evolutionary relationships among Erythrobacter sp.	Finished		482272	482272	UP000254508	biotools:CheckM	1.0.13	Astaxanthin dideoxyglycoside (75%), Chondrochloren (11%), O-antigen (11%)	Bacteriocin cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Homoserine lactone cluster|Terpene cluster			Institude of Soil Science, Chinese of Academy of Sciences	329	Illumina HiSeq Platform	Alphaproteobacteria§taxonomy:28211<§eco:0000313>Erythrobacter aureus§taxonomy:2182384	Erythrobacteraceae§taxonomy:335929<§eco:0000313>Erythrobacter aureus§taxonomy:2182384	97.64	gtdb:GCA_002723655.1	Erythrobacter§taxonomy:1041<§eco:0000313>Erythrobacter aureus§taxonomy:2182384	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Erythrobacter_A|Erythrobacter_A sp002723655		Sphingomonadales§taxonomy:204457<§eco:0000313>Erythrobacter aureus§taxonomy:2182384	Erythrobacter aureus§taxonomy:2182384	Proteobacteria§taxonomy:1224<§eco:0000313>Erythrobacter aureus§taxonomy:2182384	Erythrobacter aureus§taxonomy:2182384<§eco:0000313>Erythrobacter aureus§taxonomy:2182384	YH-07		
2022-10-13		2019-03-22	1.6	2022-11-07	insdc.gca:GCA_003344925.1		bioproject:PRJNA482171	biosample:SAMN09699165	ena.embl:CP031188	2019-01-12	Gene|CDS|rRNA|tRNA|ncRNA	NCBI RefSeq§https://www.ncbi.nlm.nih.gov/refseq/	Best-placed reference protein	4.7	resource_sequence:GCA_003344925.1	ABySS§biotools:AbySS|CANU§biotools:canu|GapCloser	v. 2.0.2|v. 1.7.1|v. 1.12				3, 3, 3	99.65	0.53	1	8	34.99	2683	2970356	2970356		1	0, 0, 0		20	97	3, 3, 3	0	44	22											mmp.ref:MMP09699165		Whole genome sequencing (WGS)	Shandong University	2014	Norway§gaz:00002699<§eco:0000313>Svalbard Archipelago§gaz:00005396	KCTC:42668|CCTCC:AB 2015346	0	Marginal sea biome§envo:01000046	Sea coast§envo:00000303	Sea water§envo:00002149	Water			pubmed:28100315	Bacteria_Archaea		Seawater		Svalbard Archipelago§gaz:00005396		pubmed:28100315	Cell culture	Europe§gaz:00000464<§eco:0000313>Svalbard Archipelago§gaz:00005396				Bacilli (Rod)	Negative					Aerobic					Yes	Complete genome sequence of Flavobacterium articum SM1502T	Finished	pubmed:28100315	482171	482171	UP000253951	biotools:CheckM	1.0.13	Azinomycin B (4%), ET-743 (8%), O-antigen (14%), Carotenoid (28%)	Putative fatty acid cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Terpene cluster			Shandong University	598	Illumina HiSeq Platform|PacBio RS Platform	Flavobacteriia§taxonomy:117743<§eco:0000313>Flavobacterium arcticum§taxonomy:1784713	Flavobacteriaceae§taxonomy:49546<§eco:0000313>Flavobacterium arcticum§taxonomy:1784713			Flavobacterium§taxonomy:237<§eco:0000313>Flavobacterium arcticum§taxonomy:1784713	Bacteria|Bacteroidota|Bacteroidia|Flavobacteriales|Flavobacteriaceae|Flavobacterium		Flavobacteriales§taxonomy:200644<§eco:0000313>Flavobacterium arcticum§taxonomy:1784713	Flavobacterium arcticum§taxonomy:1784713	Bacteroidetes§taxonomy:976<§eco:0000313>Flavobacterium arcticum§taxonomy:1784713	Flavobacterium arcticum§taxonomy:1784713<§eco:0000313>Flavobacterium arcticum§taxonomy:1784713	SM1502		
2022-10-13		2019-03-22	1.6	2022-11-07	insdc.gca:GCA_003351365.1		bioproject:PRJNA482026	biosample:SAMN09694340	ena.embl:CP031263	2018-09-02	Gene|CDS|rRNA|tRNA|ncRNA	NCBI RefSeq§https://www.ncbi.nlm.nih.gov/refseq/	Best-placed reference protein	4.6	resource_sequence:GCA_003351365.1	ABySS§biotools:AbySS	v. 1.5.2			6513	3, 3, 3	99.47	0.66	1	98	72.77	7011	7255264	7255264		1	0, 0, 0		166	96.17	3, 3, 3	50	55	24											mmp.ref:MMP09694340		Whole genome sequencing (WGS)	zhejiang university	2017-05	China§gaz:00002845<§eco:0000313>Zhangzhou City Prefecture§gaz:00010821			Marine salt marsh biome§envo:01000022	Mangrove swamp§envo:00000057	Sediment§envo:00002007	Soil				Bacteria_Archaea		Rhizosphere sea soil from mangrove		Zhangzhou City Prefecture§gaz:00010821			Cell culture	Asia§gaz:00000465<§eco:0000313>Zhangzhou City Prefecture§gaz:00010821																Micromonospora aurantiaca., isolated from sea soil sample	Finished		482026	482026		biotools:CheckM	1.0.13					zhejiang university	25	Illumina HiSeq Platform	Actinomycetia§taxonomy:1760<§eco:0000313>Micromonospora aurantiaca§taxonomy:47850	Micromonosporaceae§taxonomy:28056<§eco:0000313>Micromonospora aurantiaca§taxonomy:47850	98.88	gtdb:GCF_000145235.1	Micromonospora§taxonomy:1873<§eco:0000313>Micromonospora aurantiaca§taxonomy:47850	Bacteria|Actinobacteriota|Actinobacteria|Mycobacteriales|Micromonosporaceae|Micromonospora|Micromonospora aurantiaca		Micromonosporales§taxonomy:85008<§eco:0000313>Micromonospora aurantiaca§taxonomy:47850	Micromonospora aurantiaca§taxonomy:47850	Actinobacteria§taxonomy:201174<§eco:0000313>Micromonospora aurantiaca§taxonomy:47850	Micromonospora aurantiaca§taxonomy:47850<§eco:0000313>Micromonospora aurantiaca§taxonomy:47850	110B(2018)		
2022-10-13		2019-03-22	1.6	2022-11-07	insdc.gca:GCA_003344865.1		bioproject:PRJNA481858	biosample:SAMN09691332	ena.embl:CP031165|ena.embl:CP031166	2018-11-10	Gene|CDS|rRNA|tRNA|ncRNA	NCBI RefSeq§https://www.ncbi.nlm.nih.gov/refseq/	Best-placed reference protein	4.6	resource_sequence:GCA_003344865.1	Celera|Pbdagcon|biotools:GATK|biotools:SOAPindel	v. 8.3|v. May-2018|v. 4.0.2.0|v. 2			5509	2, 2, 2	99.15	7.12	2	24	70.58	5593	6371455	5799875		1	0, 0, 0	1	102	63.55	2, 2, 2	0	84	24											mmp.ref:MMP09691332		Whole genome sequencing (WGS)	Zhejiang Sci-Tech University			KCTC:49091|MCCC:1 K03476	150	Marine pelagic biome§envo:01000023	Marine photic zone§envo:00000209	Sea water§envo:00002149	Water			doi:10.1016/j.margen.2018.09.008	Bacteria_Archaea	isolated from various samples	Seawater of Pacific ocean	gmap:9.0,-154.0	Pacific Ocean§gaz:00000360		doi:10.1016/j.margen.2018.09.008	Cell culture	Pacific Ocean region§gaz:00051073<§eco:0000313>Pacific Ocean§gaz:00000360				Bacilli (Rod)	Positive					Aerobic				Mesophilic		This project aims to sequence genomes of culturable prokaryotic strains isolated from various samples.	Finished	doi:10.1016/j.margen.2018.09.008	481858	481858		biotools:CheckM	1.0.13	Glycopeptidolipid (5%), S-layer glycan (20%), Meilingmycin (2%), Marineosin (9%), Thiocoraline (5%),  Sch47555 (3%), Phosphonoglycans (5%), Sioxanthin (40%), Thiolactomycin (100%), Sioxanthin (50%),  platencin (5%), Roseoflavin (66%), Phosphonoglycans (3%), Pactamycin (5%), Micromonolactam (40%)	Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Other uncategorized cluster|Terpene cluster			Zhejiang Sci-Tech University	204	Illumina HiSeq Platform|PacBio RS II Platform§rrid:SCR_017988	Nitriliruptoria§taxonomy:908620<§eco:0000313>Euzebya pacifica§taxonomy:1608957	Euzebyaceae§taxonomy:908622<§eco:0000313>Euzebya pacifica§taxonomy:1608957			Euzebya§taxonomy:908623<§eco:0000313>Euzebya pacifica§taxonomy:1608957	Bacteria|Actinobacteriota|Actinobacteria|Euzebyales|Euzebyaceae|Euzebya		Euzebyales§taxonomy:908621<§eco:0000313>Euzebya pacifica§taxonomy:1608957	Euzebya pacifica§taxonomy:1608957	Actinobacteria§taxonomy:201174<§eco:0000313>Euzebya pacifica§taxonomy:1608957	Euzebya pacifica§taxonomy:1608957<§eco:0000313>Euzebya pacifica§taxonomy:1608957	DY32-46		
2022-10-13		2019-03-22	1.6	2022-11-07	insdc.gca:GCA_003391255.1		bioproject:PRJNA481851	biosample:SAMN09691142	ena.embl:CP031146	2018-08-16	Gene|CDS|rRNA|tRNA|ncRNA	NCBI RefSeq§https://www.ncbi.nlm.nih.gov/refseq/	Best-placed reference protein	4.6	resource_sequence:GCA_003391255.1	CANU§biotools:canu	v. 1.2.2			5007	8, 7, 7	100	0.13	1	72	62.66	5947	5525520	5525520		1	0, 0, 0		200	99.35	8, 7, 7	0	73	24		Visceral granular disease	Dieased		Fish	Spleen			Larimichthys crocea		mmp.ref:MMP09691142		Whole genome sequencing (WGS)	Zhejiang Ocean University	2012-05-04	China§gaz:00002845<§eco:0000313>Ningbo City Prefecture§gaz:00010888			Marginal sea biome§envo:01000046	Fish farm§envo:00000294	Animal-associated environment§envo:01001002	Host-associated			pubmed:30533684	Bacteria_Archaea	isolated from spleen of diseased large yellow croaker, and was tested to be particularly virulent toward several fish species	Fish (yellow croaker)spleen		Ningbo City Prefecture§gaz:00010888		pubmed:30533684	Cell culture	Asia§gaz:00000465<§eco:0000313>Ningbo City Prefecture§gaz:00010888					Negative											The Pseduomonas plecoglossicida strain XSDHY-P was in our lab isolated from spleen of diseased large yellow croaker, and was tested to be particularly virulent toward several fish species. To facilitate studies into P. plecoglossicida pathogenesis and the	Finished	pubmed:30533684	481851	481851	UP000256503	biotools:CheckM	1.0.13	Kirromycin (6%), Entolysin (30%), Exopolysaccharide (16%), Taiwachelin (38%), Svaricin (6%), O-antigen (21%), Alginate (80%)	Bacteriocin cluster|Putative fatty acid cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Nonribosomal peptide synthetase cluster|Other uncategorized cluster			Zhejiang Ocean University	168	PacBio RS II Platform§rrid:SCR_017988	Gammaproteobacteria§taxonomy:1236<§eco:0000313>Pseudomonas plecoglossicida§taxonomy:70775	Pseudomonadaceae§taxonomy:135621<§eco:0000313>Pseudomonas plecoglossicida§taxonomy:70775	99.76	gtdb:GCF_000730665.1	Pseudomonas§taxonomy:286<§eco:0000313>Pseudomonas plecoglossicida§taxonomy:70775	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas_E|Pseudomonas_E plecoglossicida		Pseudomonadales§taxonomy:72274<§eco:0000313>Pseudomonas plecoglossicida§taxonomy:70775	Pseudomonas plecoglossicida§taxonomy:70775	Proteobacteria§taxonomy:1224<§eco:0000313>Pseudomonas plecoglossicida§taxonomy:70775	Pseudomonas plecoglossicida§taxonomy:70775<§eco:0000313>Pseudomonas plecoglossicida§taxonomy:70775	XSDHY-P		
